name,date,duration,members,Description,incident
Pen yr Ole Wen area,2008-01-16,01:24,2,"The team received a phone call from a walker on Pen yr Ole Wen who had lost contact with his friend, an Alzheimer sufferer, whilst descending of the summit towards Ogwen. His friend had been in front of him. Team members were deployed to meet the informant whilst a small party were flown towards the summit. During the flight, the team received a phone call saying the missing person was at Llanberis Youth Hostel! He was quickly located at Idwal Youth hostel and had made his own way down unaided. The hill party and informant were recovered by aircraft to Oggi base, A good call on the informant part as light was failing.",8
Bochlwyd Path,2008-01-10,02:45,1,"The casualty was descending the path from Cwm Bochlwyd to the car park when she slipped and took a tumbling fall of about 10 metres. During the fall she sustained an ankle injury which prevented her from walking. Some passers by called for help and made her comfortable. Four Team members who were at Oggie Base went to her assistance, arriving on scene at the same time as the winchman from 22 Squadron. The helicopter had been diverted from a training flight near Aber. Treatment was given and then the casualty was flown to Oggie base as Bangor was in fog. The MRT members were flown to Base, the casualty was taken to Ysbyty Gwynedd by Land Rover Ambulance and 22 Squadron were diverted to Liverpool airport for the night as they were unable to return to Valley due to the fog.",7
"Tryfan, North Ridge",2008-01-06,01:30,1,"The casualty's intention was to ascend the Heather Terrace, but he somehow strayed on to the North Ridge. He found his way on to the Eastern Traverse but then took a short fall (6-8ft) into a gully. He was uninjured but had lost his confidence to go up or down, so he called 999. There was a long delay, approx 1 ½ hrs before the Team were contacted by NWP. 22 Squadron were able to assist by locating the casualty and carrying out a quick snatch of casualty and his dog. They were returned to Base and warmed up with a hot shower, tea, chocolate and a few dog biscuits.",6
"Tryfan, North Ridge",2008-01-02,02:25,4,"The four friends tried to ascend the North Ridge of Tryfan with inadequate clothing, equipment or knowledge of the route. They called for help somewhere close to the Cannon Rock. Team members were despatched to the road below the ridge to locate the party with binoculars, then to guide them down with directions over a mobile phone. Two Team members walked up to Piccadilly Circus to escort them back to Base for some friendly advice by the duty Team Leader.",5
Holyhead,2008-01-14,03:42,1,"The casualty was reported as a Missing Person, last seen at Ysbyty Gwynedd at 10:34 on CCTV. The Team were called to assist SARDA. Casualty was found safe and well at Holyhead at 18:27.",4
Crib Goch,2008-01-12,01:20,5,"One of the Team Leaders was asked by Llanberis MRT to put OVMRO on stand-by for possible assistance with the evacuation of 5 casualties from Crib Goch. It soon became apparent that further help would not be required, so the Team received a stand down message.",3
Y Garn,2008-01-11,00:00,1,Search for overdue 66 year old walker,2
Wales,2008-01-06,00:00,1,"Standby for overdue walker who had reported he was ""Near Wales, Snowdonia"" and had not returned home when expected. He phoned home in the afternoon and explained his mobile had not had a signal.",1
Devil's Kitchen,2009-01-29,07:20,2,The pair started climbing South Gully (Devil’s Kitchen) at about 11am and finished the route at 16:00 as it was getting dark. They were unfamiliar with the area and failed to find the descent path in the fading light and deteriorating weather. After wandering around for a while they built a snow shelter and called for help. A party of Team members went to their location and guided them off the mountain.,133
Betws y Coed,2009-01-29,02:10,7,Recovery of an article for North Wales Police from the river in Betws y Coed.,132
Tryfan,2009-01-28,03:55,2,"This party had ascended Tryfan late in the day and then decided to descend via Western Gully which was filled with snow and ice. They had no snow equipment and were finding it hard to walk down the steep snow so decided to slide down instead. They managed this initially but then two of them decided to stop as it was getting steeper. The other 2 decided to continue bum sliding until the inevitable happened and they started falling out of control for 50-100m sustaining injuries on the way. A passer by called for help and 22 Sqn and OVMRO were quickly despatched to the scene. The two injured friends were airlifted to hospital and the remaining two were discovered on dangerous ground higher up trying to descend without torches.
They were escorted off the mountain.",131
Y Garn,2009-01-28,01:20,1,A male hillwalker was practising ice axe braking techniques when he sustained an ankle injury. A small hill party was deployed to assist 22 Squadron who were able to lift him and take him to hospital.,130
